0.028404	0.190511	0.438181	0.644217	1.145299
0.004944	0.073015	0.197145	0.275256	0.453759
0.006241	0.053715	0.131694	0.191599	0.306175
0.002439	0.036913	0.086975	0.154940	0.212448
0.003434	0.022881	0.061355	0.112398	0.191999
-0.000455	0.014504	0.035274	0.061625	0.125774
-0.002396	0.000566	0.017248	0.031317	0.068570
-0.000788	-0.000784	0.011418	0.020485	0.044746
