0.05029502802355316, 6848.412983853319
0.06240321595724595, 11078.66492918434
0.07475467267939144, 15680.425147748909
0.09275135468342338, 21038.627686516702
0.11393177936828586, 28992.281877945472
0.1464122254957421, 41034.845692641735
0.17364065528979641, 52191.712541989786
0.21652696201973323, 82204.12614574876
0.2529589843889995, 113281.39992111473
0.2970071363925499, 147983.31982375242
0.3469804539690415, 193315.61016467615
0.4074007146512468, 252534.71254631673
0.5131444681190874, 367110.58365277795
0.6694344546633583, 578214.4953330138
0.9090874544793273, 1013450.8888747065
1.168256285634978, 1639457.615435679
1.524075690317281, 3031270.955078619
1.9982673607741852, 5912350.261037028
